x,y
0,0
0.001,0.7978097104318995
0.002,1.5927663771503917
0.003,2.382031835595818
0.004,3.16279759611756
0.005,3.9322994734055188
0.006,4.687831967615956
0.007,5.426762316618459
0.008,6.146544140656392
0.009000000000000001,6.844730603025313
0.010000000000000002,7.518987013119143
0.011000000000000003,8.167102801357025
0.012000000000000004,8.787002799066478
0.013000000000000005,9.37675776034083
0.014000000000000005,9.934594067188076
0.015000000000000006,10.45890256392033
0.016000000000000007,10.948246471671197
0.017000000000000008,11.401368339144774
0.01800000000000001,11.817195991165098
0.01900000000000001,12.1948474422772
0.02000000000000001,12.533634748518779
0.02100000000000001,12.833066776500939
0.022000000000000013,13.092850875073758
0.023000000000000013,13.312893441072305
0.024000000000000014,13.493299376906194
0.025000000000000015,13.634370444034854
0.026000000000000016,13.73660252262603
0.027000000000000017,13.800681793890782
0.028000000000000018,13.827479867689465
0.02900000000000002,13.818047883975026
0.03000000000000002,13.77360962244846
0.03100000000000002,13.695553660413662
0.03200000000000002,13.585424624203009
0.03300000000000002,13.444913584670429
0.03400000000000002,13.275847652086291
0.035000000000000024,13.080178830290539
0.036000000000000025,12.8599721941418
0.037000000000000026,12.617393458116474
0.03800000000000003,12.354696007341715
0.03900000000000003,12.074207465370362
0.04000000000000003,11.778315875606605
0.04100000000000003,11.4694555754544
0.04200000000000003,11.150092843973438
0.04300000000000003,10.822711405080728
0.04400000000000003,10.489797869122011
0.04500000000000003,10.15382719595203
0.046000000000000034,9.817248262504467
0.047000000000000035,9.482469617201998
0.048000000000000036,9.15184550245774
0.04900000000000004,8.827662224958356
0.05000000000000004,8.512124951404278
0.05100000000000004,8.207345004926172
0.05200000000000004,7.91532773451232
0.05300000000000004,7.637961026486032
0.05400000000000004,7.377004523383608
0.05500000000000004,7.13407961152354
0.05600000000000004,6.910660234149006
0.057000000000000044,6.708064582293873
0.058000000000000045,6.527447710494016
0.059000000000000045,6.3697951191695985
0.060000000000000046,6.235917339970102
0.06100000000000005,6.126445554633833
0.06200000000000005,6.041828272000238
0.06300000000000004,5.982329081759899
0.06400000000000004,5.9480254973685245
0.06500000000000004,5.938808894322142
0.06600000000000004,5.954385543726984
0.06700000000000005,5.994278734834397
0.06800000000000005,6.05783197398465
0.06900000000000005,6.144213241248729
0.07000000000000005,6.25242028000955
0.07100000000000005,6.3812868888175736
0.07200000000000005,6.529490179124362
0.07300000000000005,6.695558756973925
0.07400000000000005,6.877881781446719
0.07500000000000005,7.074718847635704
0.07600000000000005,7.284210637215707
0.07700000000000005,7.50439027527407
0.07800000000000006,7.733195328026479
0.07900000000000006,7.968480372370587
0.08000000000000006,8.208030064952311
0.08100000000000006,8.44957263555372
0.08200000000000006,8.690793727174356
0.08300000000000006,8.929350503182759
0.08400000000000006,9.16288594037385
0.08500000000000006,9.389043225689038
0.08600000000000006,9.605480173745821
0.08700000000000006,9.809883582185808
0.08800000000000006,9.999983442184899
0.08900000000000007,10.1735669222757
0.09000000000000007,10.328492044904426
0.09100000000000007,10.46270097687672
0.09200000000000007,10.574232857027752
0.09300000000000007,10.661236087070426
0.09400000000000007,10.721980014615923
0.09500000000000007,10.754865940806035
0.09600000000000007,10.758437388827542
0.09700000000000007,10.731389573772926
0.09800000000000007,10.672578018845531
0.09900000000000007,10.58102626775521
0.10000000000000007,10.455932648284337
0.10100000000000008,10.29667604739559
0.10200000000000008,10.10282066387042
0.10300000000000008,9.87411971027962
0.10400000000000008,9.610518042061111
0.10500000000000008,9.312153697581483
0.10600000000000008,8.979358339251908
0.10700000000000008,8.61265659202102
0.10800000000000008,8.212764281840943
0.10900000000000008,7.780585582963187
0.11000000000000008,7.317209089131692
0.11100000000000008,6.823902829867243
0.11200000000000009,6.3021082590439885
0.11300000000000009,5.753433248812492
0.11400000000000009,5.17964412759041
0.11500000000000009,4.582656806288917
0.11600000000000009,3.9645270421409378
0.11700000000000009,3.3274398944142587
0.11800000000000009,2.6736984309033476
0.11900000000000009,2.0057117483691216
0.12000000000000009,1.3259823740144516
0.1210000000000001,0.6370931186203559
0.1220000000000001,-0.05830654489558418
0.1230000000000001,-0.7575145010181803
0.1240000000000001,-1.457790330507046
0.12500000000000008,-2.156369888000418
0.12600000000000008,-2.8504800363692024
0.12700000000000009,-3.537353454925042
0.12800000000000009,-4.214243438142448
0.1290000000000001,-4.8784386015843495
0.1300000000000001,-5.527277412221929
0.1310000000000001,-6.158162461312667
0.1320000000000001,-6.768574399436728
0.1330000000000001,-7.356085455185328
0.1340000000000001,-7.918372461334171
0.1350000000000001,-8.453229315106064
0.1360000000000001,-8.958578802315639
0.1370000000000001,-9.432483718775668
0.1380000000000001,-9.873157226310077
0.1390000000000001,-10.278972385039419
0.1400000000000001,-10.648470808256901
0.1410000000000001,-10.980370391170188
0.1420000000000001,-11.273572070017572
0.1430000000000001,-11.527165573547915
0.1440000000000001,-11.74043413454979
0.1450000000000001,-11.912858134995268
0.1460000000000001,-12.044117664393255
0.1470000000000001,-12.134093977092947
0.1480000000000001,-12.182869840504244
0.1490000000000001,-12.190728772473696
0.1500000000000001,-12.158153172336295
0.1510000000000001,-12.085821356419157
0.1520000000000001,-11.974603514967443
0.1530000000000001,-11.825556613560876
0.1540000000000001,-11.639918268055606
0.1550000000000001,-11.419099627887762
0.1560000000000001,-11.164677308178451
0.1570000000000001,-10.878384416453294
0.1580000000000001,-10.562100724902962
0.1590000000000001,-10.217842043934482
0.16000000000000011,-9.847748857270009
0.16100000000000012,-9.454074283014064
0.16200000000000012,-9.039171428908304
0.16300000000000012,-8.605480213403544
0.16400000000000012,-8.15551372718225
0.16500000000000012,-7.691844212343941
0.16600000000000012,-7.217088738606993
0.16700000000000012,-6.733894657570027
0.16800000000000012,-6.24492491730528
0.16900000000000012,-5.75284332031897
0.17000000000000012,-5.2602998082034755
0.17100000000000012,-4.769915856123647
0.17200000000000013,-4.284270059623884
0.17300000000000013,-3.805883995119665
0.17400000000000013,-3.3372084338509302
0.17500000000000013,-2.88060998703598
0.17600000000000013,-2.4383582574850333
0.17700000000000013,-2.01261357002445
0.17800000000000013,-1.605415349765142
0.17900000000000013,-1.2186712135382525
0.18000000000000013,-0.854146835741358
0.18100000000000013,-0.5134566454096054
0.18200000000000013,-0.19805540657648457
0.18300000000000013,0.09076927105666233
0.18400000000000014,0.3519034494354223
0.18500000000000014,0.5844123712924665
0.18600000000000014,0.7875449307072779
0.18700000000000014,0.9607370806043347
0.18800000000000014,1.1036141587719834
0.18900000000000014,1.2159921201510757
0.19000000000000014,1.2978776693779182
0.19100000000000014,1.3494672938349854
0.19200000000000014,1.3711452037290455
0.19300000000000014,1.3634801919444968
0.19400000000000014,1.3272214325745066
0.19500000000000015,1.2632932430781718
0.19600000000000015,1.1727888409156586
0.19700000000000015,1.0569631312391734
0.19800000000000015,0.9172245677355537
0.19900000000000015,0.755126133993044
0.20000000000000015,0.5723554977711713
0.20100000000000015,0.3707243952604262
0.20200000000000015,0.15215730679993777
0.20300000000000015,-0.0813205104477297
0.20400000000000015,-0.3275955637076091
0.20500000000000015,-0.5844791672696146
0.20600000000000016,-0.8497209113621016
0.20700000000000016,-1.1210224795307948
0.20800000000000016,-1.3960517348544152
0.20900000000000016,-1.6724569938039973
0.21000000000000016,-1.9478814054925033
0.21100000000000016,-2.219977353468589
0.21200000000000016,-2.486420797088835
0.21300000000000016,-2.744925469855397
0.21400000000000016,-2.9932568529302714
0.21500000000000016,-3.2292458433267326
0.21600000000000016,-3.45080203802786
0.21700000000000016,-3.6559265574796793
0.21800000000000017,-3.8427243345401036
0.21900000000000017,-4.009415798020784
0.22000000000000017,-4.154347883417975
0.22100000000000017,-4.276004307272653
0.22200000000000017,-4.373015045805238
0.22300000000000017,-4.444164963016462
0.22400000000000017,-4.488401538301096
0.22500000000000017,-4.50484164876508
0.22600000000000017,-4.492777366833354
0.22700000000000017,-4.45168073935895
0.22800000000000017,-4.381207520259557
0.22900000000000018,-4.281199834683445
0.23000000000000018,-4.151687758808184
0.23100000000000018,-3.9928898055683213
0.23200000000000018,-3.8052123128567237
0.23300000000000018,-3.5892477370133165
0.23400000000000018,-3.345771860668596
0.23500000000000018,-3.075739930211837
0.23600000000000018,-2.780281744270641
0.23700000000000018,-2.4606957205838738
0.23800000000000018,-2.1184419744900005
0.23900000000000018,-1.7551344479053084
0.24000000000000019,-1.3725321330972617
0.2410000000000002,-0.9725294407384428
0.2420000000000002,-0.5571457666249522
0.2430000000000002,-0.12851431603364016
0.2440000000000002,0.31112975105294094
0.2450000000000002,0.7594617867293465
0.2460000000000002,1.2140806633184422
0.2470000000000002,1.6725222491395142
0.2480000000000002,2.1322732754475497
0.2490000000000002,2.590785515839654
0.25000000000000017,3.0454901976114583
0.25100000000000017,3.4938125631945893
0.25200000000000017,3.933186498915267
0.25300000000000017,4.361069147898972
0.25400000000000017,4.774955423998546
0.25500000000000017,5.1723923441534705
0.25600000000000017,5.550993097583643
0.2570000000000002,5.908450771683938
0.2580000000000002,6.242551656402799
0.2590000000000002,6.551188051250941
0.2600000000000002,6.832370501879904
0.2610000000000002,7.084239396380369
0.2620000000000002,7.305075855057259
0.2630000000000002,7.493311851422799
0.2640000000000002,7.6475395064875205
0.2650000000000002,7.766519503097536
0.2660000000000002,7.849188572038189
0.2670000000000002,7.894666006870268
0.2680000000000002,7.9022591699577704
0.2690000000000002,7.871467957850889
0.2700000000000002,7.801988200076056
0.2710000000000002,7.693713971420121
0.2720000000000002,7.546738803944919
0.2730000000000002,7.361355791196972
0.2740000000000002,7.138056583348505
0.2750000000000002,6.877529278285918
0.2760000000000002,6.580655219913104
0.2770000000000002,6.248504721125878
0.2780000000000002,5.882331735003573
0.2790000000000002,5.483567503720413
0.2800000000000002,5.053813220469457
0.2810000000000002,4.594831745281572
0.2820000000000002,4.108538420980601
0.2830000000000002,3.5969910406114147
0.2840000000000002,3.062379022483828
0.2850000000000002,2.5070118534610137
0.2860000000000002,1.9333068652651937
0.2870000000000002,1.3437764123479181
0.2880000000000002,0.7410145232600522
0.2890000000000002,0.12768310043466657
0.2900000000000002,-0.4935022541503645
0.2910000000000002,-1.1197867078482524
0.2920000000000002,-1.7483908795143863
0.2930000000000002,-2.3765256525263743
0.2940000000000002,-3.0014070354742524
0.2950000000000002,-3.620270987078487
0.2960000000000002,-4.230388122106518
0.2970000000000002,-4.829078215740982
0.2980000000000002,-5.413724425005562
0.2990000000000002,-5.98178714746762
0.3000000000000002,-6.53081743950362
0.3010000000000002,-7.058469918920332
0.3020000000000002,-7.562515079658186
